기업이름,기업규모,매출액,평균연봉,자본총계1,자본총계2,자본총계3,매출액1,매출액2,매출액3,순이익1,순이익2,순이익3,기준년도,키워드,순이익성장률,매출액성장률,자본총계성장률,순이익성장지수,매출액성장지수,자본총계성장지수
서울특별시보라매병원,중기업,28809645,0,6692383,5804576,-1251616,28809645,28092588,26395265,887806,7056192,1036551,2022,로봇제어,-0.14349993391545615,0.09147019361237707,-6.3469938064070766,-0.14349993391545615,0.09147019361237707,-6.3469938064070766
프로메카,중소기업,449991,5171,161173,50352,3851,449991,210109,100024,125820,46501,5393,2022,로봇제어,22.33024290747265,3.498830280732624,40.85224616982602,22.33024290747265,3.498830280732624,40.85224616982602
글로벌스카우트,중소기업,0,1771,14736,12878,5303,62315,46337,21217,1858,-2330,-825,2015,로봇제어,-3.252121212121212,1.9370316255832587,1.7788044503111446,-3.252121212121212,1.9370316255832587,1.7788044503111446
더라이징스타,중소기업,322935,3353,-21636,251,13858,322935,434464,451452,-21887,-13607,350,2022,로봇제어,-63.534285714285716,-0.28467478270115093,-2.5612642516957713,-63.534285714285716,-0.28467478270115093,-2.5612642516957713
김포산업,중소기업,767540,5056,266721,222502,209391,767540,804210,652253,44927,17555,54860,2022,로봇제어,-0.18106088224571637,0.17675196587827116,0.2737940026075619,-0.18106088224571637,0.17675196587827116,0.2737940026075619
아이엠아이크리티컬엔지어링코리아,중견기업,9522486,4611,4100907,4835833,4558832,9522486,9254345,9499848,642887,1321767,1050454,2022,로봇제어,-0.3879912875766097,0.0023829854961889916,-0.10044787787749143,-0.3879912875766097,0.0023829854961889916,-0.10044787787749143
우리산업,중견기업,35168383,5750,8307933,11645191,11632960,35168383,26954307,27423035,-1731460,90160,495678,2022,로봇제어,-4.4931144815787665,0.2824394892833707,-0.2858281125354166,-4.4931144815787665,0.2824394892833707,-0.2858281125354166
수퍼빈,중소기업,765476,4381,2822132,1925278,1355914,765476,461436,177445,-602605,-316352,-235916,2022,로봇제어,1.5543201817596093,3.3138775395192877,1.0813502921276719,1.5543201817596093,3.3138775395192877,1.0813502921276719
주식회사 시메이션,중소기업,217194,4115,177614,204081,191519,217194,201382,127704,-22417,19348,14778,2022,로봇제어,-2.516917038841521,0.7007611351249765,-0.07260376255097406,-2.516917038841521,0.7007611351249765,-0.07260376255097406
한국야스카와전기,중견기업,25024523,6493,14630792,14445207,13172360,25024523,25474296,21805606,1142096,1719002,784950,2023,로봇제어,0.45499203770940827,0.14761878206916149,0.11071911183721064,0.45499203770940827,0.14761878206916149,0.11071911183721064
신태진건설,중소기업,781971,0,807064,793358,783441,781971,233850,286228,13706,9917,-60994,2022,로봇제어,-1.2247106272748138,1.7319863884735247,0.03015287685990394,-1.2247106272748138,1.7319863884735247,0.03015287685990394
대일전자,중소기업,2322110,5433,1714613,1720197,1651098,2322110,2048778,1572747,94416,169098,38835,2022,로봇제어,1.4312089609887988,0.4764676073138273,0.03846834046192291,1.4312089609887988,0.4764676073138273,0.03846834046192291
