기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
(주)프리뉴,경력 2년↑ · 정규직,면접 후 결정,"경기 안산시 단원구 산단로 325, 에프-501호,502호,503호,513호,514호,854호 (신길동,리드스마트스퀘어지)",딥러닝,"중소기업, 주식회사업종항공기용 부품 제조업",88,"53억 9,290만"
(주)델타엑스,경력(년수무관) · 정규직,면접 후 결정,"서울 중구 남대문로9길 24, 301호 (다동,패스트파이브타워)",딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종응용 소프트웨어 개발 및 공급업",49,-
(주)바심,경력 2년↑ · 정규직,면접 후 결정,"경기 수원시 권선구 산업로156번길 142-10, B동 419호",딥러닝,"중소기업, 주식회사, 수출입 기업업종기타 반도체소자 제조업",32,"95억 5,339만"
(주)바심,경력 2년↑ · 정규직,면접 후 결정,"경기 수원시 권선구 산업로156번길 142-10, B동 419호",딥러닝,"중소기업, 주식회사, 수출입 기업업종기타 반도체소자 제조업",32,"95억 5,339만"
(주)우경정보기술,1 ~ 3년 · 정규직,면접 후 결정,대구 수성구 알파시티1로31길 24-5,딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",165,-
(주)LG유플러스,경력무관 · 정규직 외,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)LG유플러스,경력무관 · 정규직 외,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)페이먼트인앱,신입 · 경력 · 정규직 외,면접 후 결정,"서울 동작구 노량진로 10, 6층 602호 (대방동,서울창업센터 동작)",딥러닝,"중소기업, 연구소, 주식회사, 수출입 기업업종컴퓨터시스템 통합 자문 및 구축 서비스업",4,-
(주)머신앤비전,경력 3년↑ · 정규직,면접 후 결정,충남 천안시 서북구 성환읍 왕지1길 151-1,딥러닝,"중소기업, 주식회사업종반도체 제조용 기계 제조업",16,-
(주)엘앤씨에이아이,경력무관 · 정규직,면접 후 결정,"전북 익산시 약촌로 133, 2층",딥러닝,"중소기업, 스타트업, 외부감사법인, 주식..업종방사선 장치 제조업",18,23억
(주)블러썸인테크,신입 · 경력 · 정규직,면접 후 결정,"서울 강서구 공항대로 194, 1005호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",3,-
(주)블루타일랩,신입 · 경력 · 정규직,면접 후 결정,"대전 유성구 가정로 218, 4층 402호 (가정동,한국전자통신연구원융합기술연구생산센터)",딥러닝,"중소기업, 스타트업, 주식회사업종시스템 소프트웨어 개발 및 공급업",15,"26억 3,566만"
(주)트윔,신입 · 경력 · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
(주)트윔,경력 7년↑ · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
(주)트윔,경력 7년↑ · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
(주)트윔,경력 7년↑ · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만"
(주)마이크로시스템,경력무관 · 정규직 외,"연봉 3,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","경기 용인시 처인구 명지로 116, 명지대학교 1공학관 2층 235호",딥러닝,"중소기업, 주식회사업종기타 공학 연구개발업",11,-
㈜더아이엠씨,경력 3년↑ · 정규직,면접 후 결정,대구 수성구 알파시티1로35길 17,딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종호스팅 및 관련 서비스업",67,"43억 3,993만"
(주)스토리컨셉스튜디오,경력(년수무관) · 정규직 외,면접 후 결정,"서울 강서구 마곡중앙6로 63, 1동 605호 (마곡동,마곡테크노타워)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,3,-
와이시스(YSYS),신입 · 정규직,면접 후 결정,경기 평택시 고덕중앙로 290,딥러닝,-,-,-
㈜이레에프에이,경력무관 · 정규직 외,면접 후 결정,"경기 부천시 석천로 397, 303동 806호 (삼정동,부천테크노파크쌍용3차아이티)",딥러닝,"중소기업, 스타트업, 주식회사업종배전반 및 전기 자동제어반 제조업",15,52억
(주)에이오팜,신입 · 정규직,면접 후 결정,"경기 성남시 수정구 달래내로 46, A동 308호",딥러닝,"중소기업, 주식회사업종컴퓨터 프로그래밍 서비스업",19,-
(주)비아이씨티,경력무관 · 정규직,면접 후 결정,"부산 북구 만덕3로16번길 1, 402호 (만덕동,부산이노비즈센터)",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종기타 무선 통신장비 제조업",6,-
(주)페어립에듀,경력무관 · 정규직,"연봉 5,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","충남 아산시 배방읍 희망로46번길 45-7, 201호",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,11,-
(주)테크윙,신입 · 경력 · 정규직,면접 후 결정,경기 화성시 동탄산단6길 37,딥러닝,"코스닥, 주식회사업종반도체 제조용 기계 제조업",505,-
굿어스(주),신입 · 경력 · 정규직,면접 후 결정,서울 강남구 선릉로 514,딥러닝,"중견기업, 외부감사법인, 수출입 기업업종컴퓨터시스템 통합 자문 및 구축 서비스업",219,-
(주)아이티브에이아이,경력무관 · 정규직,면접 후 결정,"경기 용인시 기흥구 기흥로 58-1, A동 1205호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",19,"22억 1,575만"
와이시스(YSYS),신입 · 정규직,회사내규에 따름,경기 평택시 고덕중앙로 290,딥러닝,-,-,-
와이시스(YSYS),신입 · 정규직,회사내규에 따름,경기 평택시 고덕중앙로 290,딥러닝,-,-,-
(주)틸다,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 강남대로156길 16, 3층 (신사동,더156빌딩)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,20,-
아몽솔루션(주),경력무관 · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
팜커넥트(주),경력 5년↑ · 정규직,면접 후 결정,"대전 유성구 대학로 99, 산학연교육연구관 901호 비-2 (궁동,충남대학교)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,8,-
(주)아이스크림아트,경력 5년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로 512, 18층 (대치동,신안빌딩)",딥러닝,"중소기업, 학교/교육기관, 주식회사업종시스템 소프트웨어 개발 및 공급업",49,-
(주)미래로시스템,신입 · 경력 · 정규직,면접 후 결정,"경기 용인시 기흥구 흥덕중앙로 120, 203호,204호,2905호",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종응용 소프트웨어 개발 및 공급업",141,-
(주)경우시스테크,경력무관 · 정규직,면접 후 결정,"서울 금천구 디지털로9길 68, 401호",딥러닝,"중소기업, 외부감사법인, 병역특례 인증..업종유선 통신장비 제조업",78,-
(주)씨에스텍,신입 · 경력 · 정규직,면접 후 결정,경북 경산시 압량읍 해오름길 140-11,딥러닝,중소기업업종내부 전기배선 공사업,17,-
(주)위마크,2 ~ 7년 · 아르바이트,"시급 15,000원","경기 성남시 분당구 대왕판교로645번길 12, S동 9층 07호 (삼평동,경기창조경제혁신센터)",딥러닝,중소기업업종컴퓨터 프로그래밍 서비스업,3,-
(주)위마크,3 ~ 7년 · 정규직,면접 후 결정,"경기 성남시 분당구 대왕판교로645번길 12, S동 9층 07호 (삼평동,경기창조경제혁신센터)",딥러닝,중소기업업종컴퓨터 프로그래밍 서비스업,3,-
㈜메리테크,2 ~ 8년 · 정규직,면접 후 결정,경기 화성시 동탄첨단산업1로 28,딥러닝,"외부감사법인, 연구소, 주식회사, 병역특..업종기타 측정, 시험, 항해, 제어 및 정밀기..",100,"715억 6,429만"
(주)한울솔루션,신입 · 경력 · 정규직,면접 후 결정,"서울 구로구 디지털로 272, 10층 1017호",딥러닝,"중소기업, 주식회사업종컴퓨터 및 주변장치, 소프트웨어 도매업",15,"122억 2,010만"
(주)슈타트,신입 · 경력 · 정규직 외,면접 후 결정,"서울 광진구 천호대로 592, 8층 801호",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,3,-
(주)한국과기산업,신입 · 경력 · 정규직,면접 후 결정,"경기 수원시 권선구 산업로92번길 67, 수원지방산업단지",딥러닝,"중소기업, 스타트업, 주식회사업종공기 조화장치 제조업",6,-
(주)송우인포텍,경력무관 · 정규직,면접 후 결정,경남 진주시 진주대로404번길 24-9,딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종교통 신호장치 제조업",28,"152억 3,387만"
(주)아이씨티케이,2 ~ 10년 · 정규직,면접 후 결정,"경기 성남시 분당구 판교로 323, 3층 (삼평동,투썬벤처포럼빌딩)",딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종비메모리용 및 기타 전자집적회로 제조업",45,-
(주)매그파이소프트,3 ~ 20년 · 정규직,면접 후 결정,"대전 중구 계룡로 910, 7층 매그파이소프트",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",23,-
(주)새론솔루션,신입 · 경력 · 정규직,면접 후 결정,"경기 의왕시 안양판교로 82, 7층 707호 (포일동,포일어울림센터)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,9,-
(주)새론솔루션,3 ~ 5년 · 정규직,면접 후 결정,"경기 의왕시 안양판교로 82, 7층 707호 (포일동,포일어울림센터)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,9,-
(주)퀀텀에이아이,경력 2년↑ · 정규직,면접 후 결정,"서울 강남구 논현로 727, 6층",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",26,-
(주)로민,5 ~ 20년 · 정규직,면접 후 결정,-,딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..홈페이지",-,-
(주)엔엠소프트,신입 · 경력 · 정규직 외,면접 후 결정,"울산 남구 갈밭로 24, 314호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",5,-
(주)헥토,경력 10년↑ · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
㈜에세텔,신입 · 경력 · 정규직,면접 후 결정,대전 유성구 유성대로1205번길 10,딥러닝,"중소기업, 주식회사, 연구소, 병역특례 ..업종유선 통신장비 제조업",28,"83억 9,974만"
(주)엑소시스템즈,경력무관 · 정규직,면접 후 결정,"경기 성남시 수정구 창업로 43, A동 803호 (시흥동,판교글로벌비즈센터)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종전기식 진단 및 요법 기기 제조업",17,"2억 2,783만"
(주)바텍,경력(년수무관) · 정규직,면접 후 결정,경기 화성시 삼성1로2길 13,딥러닝,"코스닥, 외부감사법인, 수출입 기업업종치과용 기기 제조업",298,-
주식회사 해줌,3 ~ 19년 · 정규직,면접 후 결정,"서울 송파구 법원로 128, A동 706호 (문정동,문정에스케이브이원지엘메트로시티)",딥러닝,"중소기업, 스타트업, 주식회사업종응용 소프트웨어 개발 및 공급업",90,-
(주)알지에이아이엔씨,신입 · 경력 · 정규직,면접 후 결정,"서울 서초구 서초대로 396, 7층 705호",딥러닝,"중소기업, 연구소업종전기ㆍ전자공학 연구개발업",3,-
(주)디노,3 ~ 10년 · 정규직 외,면접 후 결정,"경기 용인시 기흥구 구성로 357, D동 810호",딥러닝,"중소기업, 외부감사법인, 주식회사업종응용 소프트웨어 개발 및 공급업",35,37억
주식회사 아이오시스,경력무관 · 정규직,면접 후 결정,서울 종로구 경희궁길 15,딥러닝,"중소기업, 스타트업, 주식회사업종피자, 햄버거, 샌드위치 및 유사 음식점업",110,"142억 8,858만"
㈜인터전기,경력 10년↑ · 정규직,"연봉 8,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있습니다.)최저임금 설명 닫기","서울 마포구 성암로 330, 605호 604호,605호",딥러닝,"중소기업, 주식회사, 수출입 기업업종배전반 및 전기 자동제어반 제조업",38,"49억 3,472만"
모아플래닛,경력 1년↑ · 프리랜서,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만"
(주)텔레칩스,3 ~ 10년 · 정규직,면접 후 결정,경기 성남시 수정구 금토로80번길 27,딥러닝,"코스닥, 중견기업, 주식회사, 외부감사법..업종전자집적회로 제조업",394,-
(주)이노룰스,경력 5년↑ · 정규직,면접 후 결정,"서울 송파구 법원로6길 7, 12층 (문정동,유탑테크밸리)",딥러닝,"코스닥, 중소기업, 외부감사법인, 주식회..업종응용 소프트웨어 개발 및 공급업",101,-
